,newid,event_code_new
17442,3662091.196,sb.c.ccbseffsssseffff.
17443,3662128.178,c.fssssssffss
17445,3662549.048,.p.p.p.b.bb.pfSp
17451,3662896.422,psssssssSSppS.ppSb.lbs.spSsbf.f.fp.f.p.ss.spnnffp.s.fss.fssspssf.f.s.ff.n.cccncf
17456,3663568.981,s.b.bsbbbbfsSbbbppps
17457,3663698.379,.fbbb.fp.p.f.pssp.
17458,3663883.186,s.ssswssppwsssslbwsp
17464,3664785.321,bSbSssSslsSSSss
17469,3665391.225,.nbbb.c.cbbsswpppppswsspppppppppppf.sswspsspppf.s.c.
17470,3665465.74,ffsssSssssss
17472,3665945.334,ssp.swpp.pp.p.fpswsp.pppppps
17473,3666033.978,.lssssffffpsplbpbsfspppssssssweppessssspppbb
17475,3667275.058,cnssc.nccffpppppppfSssw.ssssssepppesppnnpn.ccsspcnn.sc.spssnnncccccssppnf.fn.sspf
17476,3667517.747,swsppssppspsps
17478,3668024.363,wscSpfsss.SpppsppSssSSssppsp
17485,3669842.388,.n.bvbnn.nnb
17488,3670500.708,S.S.bbbbbbbbtftttb.sssssssccccttttnnnnnnn.b
17491,3671073.657,.bssSsSsSsSsppbb.nbb.nnbb.c.c
17492,3671673.485,n.n.pfbb.nnnbfppbnbbnf.ssss
17494,3672020.133,bbbbb.wpsspwswpwsb
17499,3672738.364,.ssss.p.b.p.esew.b.l.lcppplfpppplp.swpppppspssppp.pppp
17500,3672770.532,ssf.fsp.p.pp.
17501,3672917.271,.bbbbb.lbb.s.
17505,3673405.768,lllblswpppfsp
17510,3674879.833,sSsppSSspsspsSsp
17511,3675226.22,ppSeslllbbb
17517,3675742.224,sp.sppssssssppppppspppppppppsppspsspspssppppssppsssssspsppppppppppppwssws.pwssppssspSppppppssssSspsppwswSssswsssppsppsss.sspSwsSSwspwppsSSwpsss.psppppsSwsssssssSSsSsSsSsSSSssssSpsssssSsppSsssppwspsspppsSSpspsssppsSSspsspsSwSSssssSwsssppspssSpppppppssssswsSppsSsspp.sppssS.s.sswSsspsswss.pss.s.ssssppp.spppppsppss.s.pps.ssspssssb.sspss.s.ss.ssp.wsswspps.psSswSppp.sssssssspsSspp.sspp.psss.spsswpS.ssbbsp.ws.s.s.ps.sSSsS.ss.SsSppSS.ppspppp.s.sspsssssSsppspssssspsswppspppSsssbsssspsSsspSSsSsSsSSSSppssspppwssssssspsssppsSSSSppSsbbwssssppwSwpswspwspwwpsssssspsppssssss.ssssbpSppspspssssppwpspppsspsppSSspsppsppsppssssssswssspspssSsSsSspsSSspssssppssppspppssSSpspppSssspsssssspsspssppSspSppspppspppppssssppsssspsspppsppppssbbssssSwsspssswssSssSssspbppssssppSspwssbssppppssppspspppssssppsbbbbSSsSspSpspssppssssppbbswssppwpspwspssSswSppppppppsSssSssssppSpwpSpss.SsSsSpS.sSsSbssssspSpssssspsssspppppsppssppspslswssbSppssppspsSSSsspsspspppsssssssssssssbbssspsspsspsppppsppsssSpbsssppsssspssssSpppspppsbssspsbsbsppspsppsSSsppsssssssppspsspsspppppsp.spspps.sp.s.sppssss.sppppsSpp.psppsssspsspp.pppsppssppppwswssswssssssbbssssssppsssssspssssspssssssppp.psspsspsppppspspsppppppsppspspppppps.SssppSsSppppsSSssssSspspssssssppSpSspppppspssbpppsSsssSSsws.sbsssssssssSSSSssss.ppspsSspppssssssppsssspSsppsspppspssspsssssssssssswssssspppsspppssswsppppsssssspsssSsspsspSSppppppppSpppppbpSpsspppps.sSSsspSssSsSppsSppsSssssspsspbppppssppwessSssspppswSppsspsppspppsspppppS.pSSppssspspppssssssppspsppssSspbbsssspppsSsssssspppbsssspspspppbbpbswSwsSpwSSwwsspwssspssspspssSpppppSssSswsssssspp.sppppssssSwwpS.ppsssssspSSSssssssspppbpppsppspsssssppsbsspsswppppppppppspppspppsbbsspspsspppsppsspsSSSbbsSpspsSwsssSwswwwsspspp.ssppsssSwspppppsssppppppsspsSsppsSppSsSpsssSSpsspppsSpssssppppwSspppppspssbsspssspssssssbbsSwsswSSpp.SpSSSsSssssssspsssspbpssspSsSSwpppppppssbsssSsSSpwpppspSssSsspspppppssspsssp.p.SsppppsSs.sSsppp.b.ppsSSSsssss.p.ps.spss.sssss.s.s.sspppsppsspswwSspspssSwspppsssppS
17518,3676059.53,SppSpsppssppspps
17520,3676070.836,c.nnnbbb.bbccccbwssp.pepppfsp.sppp.ppppppsp.ppsfp.ppppp
17523,3676446.36,b.psSpppsss.ppssps.pppps.psp.spp
17524,3676502.067,.pppSlSSspspbbbspssSbbbbbb.bbb
17526,3676684.545,bn.nnnnnnnss.f.ss.b.f.f.f.f.pp.SspSpsppsnnnfSnnn
17527,3676725.328,Sec.Sfppppps
17530,3677030.085,.ebffwssspwpp
17532,3677366.185,lpffbssc.c.c
17533,3677519.369,sbbbs.pp.sp.pwpppppw
17535,3677803.003,llsppsssepppp.l
17537,3677953.179,.p.s.p.cspssspppsc.bb.
17538,3678023.652,.i.i.nbbbffesss.ppfspssepssspp.s.ess.s.ps.
17543,3679159.307,bwwpwpws.s.pwsss.pssssbsbssewwwbbbbsssspp.pppspssssp.spppbbssppsppss
17549,3679946.861,sss.ppessss
17550,3680023.509,.sssS.spssspp.SSsSsSSsSssppsS
17553,3680424.537,l.sssssspspp.psss.ssssssspws
17556,3681061.943,swssbfn.ffsc.
17559,3681857.539,bsssbbsssb.bb.bbbbbbs.Sssss
17560,3681933.489,c.ccc.blpsesSbbssSp
17561,3682226.725,S.SssspSs.Sc.S.cccccp
17562,3682592.912,ccllsswf.cnnnnnbf.
17564,3683246.146,spslb.pppepp.
17566,3684063.68,bbspesspsppssssps
17568,3684315.43,bbbff.pccfsswspspws.b.e.cnnc
17569,3684335.998,.Sbpssssssssssbp
17570,3684542.254,bb.bbbb.bbcbb.bbb.Ssspppsss.bbb.fn.sn.fssssppp.Sf
17572,3684998.993,.bb.b.ffbbb.bcc.s.fb
17574,3685430.731,.bSlS.S.S.S.bcSlSbbbbcbeSS.llllSbbb
17575,3685698.737,bbp.p.Ss.pf.pp.
17577,3686195.258,b.lbbbbfsf.
17582,3686998.663,sppppf.sppsspf.Sp
17584,3687271.387,bclpbsssssps.ppppps
17585,3687672.433,.bbsssp.i.p
17587,3688226.338,spss.s.p.p.ppp.pwp
17589,3688785.904,.b.b.ewsppse.fpbb
17590,3688794.738,ssppes.ffSwf.fps.fb
17597,3690198.73,spSspppSsssssspfSfSfssSpp
17601,3690641.401,.s.peb.bb.bb.cffbb
17602,3690983.243,lssb.ww.ps.pwSpfS
17603,3691084.245,ppppppppppppps
17604,3691498.283,.esssp.ppesess.ps
17605,3691520.71,bbbbbbbbfffbbn
17606,3692414.644,.lS.cS.bbbbbbbws.
17607,3692586.566,bbblbbbb.b.lsspp.pssb.p.psw.ppwpww.p.fff
17612,3693128.759,sssssssssssssss.clc
17613,3694155.966,bbbS.bSScSSsSspppppssSSSpsSsSSSppc.s.pc.n
17616,3694496.732,eseSlsSplSsslbp
17618,3694899.99,pp.ps.ssspsS
17619,3695059.414,.b.bS.SS.cccnessssse
17621,3696300.69,.f.f.p.f.s.ssf.s.sffppfpp
17623,3696599.719,ffsssSppfSsSsSssSsSsp
17624,3697144.375,.bsSSSswssssp
17625,3697248.125,.wspbbbbp.bpp
17627,3697730.699,.bbpp.Sp.bp
17629,3697861.973,spp.ps.p.ppppppp.
17633,3698345.874,SfSffsSsSeSe
17635,3699036.231,fffffnnn.cbb.ssfc.ccnnfs.p.fsssefn.
17637,3699624.757,sSsppppSsppSSpsSpsSS
17640,3700034.4,f.bbbbbbbb.pf.bbib.ppsbbbbb.
17642,3700116.645,.sSSsSpsSsS
17645,3700862.01,spppppS.p.bb
17646,3701085.248,sswwssfssppwsppppssp.
17647,3701124.759,llwss.pspf.p.ps.pspss.spsppss.psf.bbb.f
17649,3701605.224,.ssppsp.sf.s.bisf.ff.s.f.f
17651,3701832.462,nSSSss.n.snnnppSspp
17654,3702692.804,SSpSspsSSppSpsSsSpSbbeSsssSbb.csSppsssS.ppsssssss.sss.bsss
17658,3702877.876,sffc.cbbbbb.ccc.bppn.
17661,3703442.332,SsSsSsS.p.lbblpbb
17663,3704540.408,fnc.bbb.bb.b.b.
17665,3704945.114,.bbblwsplfscn.cccb
17673,3706950.448,fsfsewswewfsSwswSesssfc
17675,3707213.583,fsebbbbbs.b.c.n.s.sbbb
17676,3707494.88,p.ssp.fcSSl.c.
17678,3707799.665,.l.c.c.bppp
17680,3708282.663,bb.b.bs.ss.e
17685,3709518.197,.s.s.sppspp.
17688,3710092.581,.ssspppppss.spcsbbbl.b.wsssss
17691,3711096.663,.fbbbbbbsS.bbbbbbb.
17692,3711250.103,.p.pf.s.f.p.sf
17693,3711258.476,.bcbsbbbbbwssbb.w
17695,3711673.371,.pclbpslppppssbbpsppspwspslff.fbeSSSeSSsswSsslspssssssp
17698,3712131.451,ccf.ppp.p.s.f.f.s.s.p
17699,3712385.693,bb.bb.ffb.bb
17700,3712429.726,sspeSp.sp.sSSsSspbSpsppsp.p
17702,3712508.39,sss.c.SsssssSsSs.S.lbbbb.ipsSpSsSs.fb.b
17705,3712906.921,.bws.pssffflsllllwsswsspp
17709,3713487.908,.b.bbSbbb.sffbb
17710,3713535.033,pspppp.pspps.bbp.p
17713,3714641.808,nbbbbbf.f.spsf.ffspf.ssf.nb.fffbsbp.ppsppbpnnnnnn.
17714,3714711.601,sSsSsn.ssss
17716,3715547.197,.S.bS.pSppl.pbcbnccccccsp.
17719,3717422.211,ssswswsppsspsww
17722,3718471.49,cbv.cccccbbbswsp.p.fsf.sc.sppssps.fpSspff.sp.bp.pfssp.cc.spsfspppsf.b.
17727,3719917.913,cc.eSpppbfS.
17729,3720597.192,.s.bbbbbbbSlSn.i.fb.bbff
17730,3720742.492,cbf.bncn.ff.b.
17731,3721315.13,.bbbp.bbb.p.c.
17733,3721930.292,.nn.fcccwwbbb.bbb.nbn.ncb.bbb.b.bbb.
17734,3722113.133,ppssssppSssssssp
17736,3722435.618,sSsSllssws.Swss.sp.bbb.
17737,3722463.19,.f.f.p.bsSpSpspSSSSpSp.
17740,3724043.719,.swssssssfpsbffssspppfp.ppssssssfpps.
17741,3724167.142,l.lb.b.b.bb.
17742,3724356.848,.slse.p.s.ssb.b.s.l.s.ss.s.b.
17744,3724671.067,.sSpb.sSsSSsSSsSpspSsS
17746,3725026.92,S.lb.spssp.p.spspsp.pSpS
17747,3725197.143,bcSS.lbSSlsSSpsSspSbb.S.SbbSsSffffffffppwSppb
17755,3726606.364,sppssssssspsssessspspssps
17760,3727886.411,ssssplc.bbbb
17761,3727977.034,sp.sswswpss.s.p
17763,3728003.032,psffnncfsp.f.
17764,3728425.861,S.SpsppSppb
17768,3728783.713,.S.SlbbSnbbbbbbiibbbbfbbbbbi.b.n
17770,3729444.859,.cbbbbb.bb.b.bbb.b.bbbbb.b.bbbbbb.bbb.bbbb.bbbb.bbbbbb.cb.bbbbbfbbbb.bbb.bb.bbbbnbbbbb.bb.b.bbbb.b.bbbbbb.b.bbbb.
17771,3729731.11,.c.l.nb.b.n
17775,3730485.183,bbb.sspSbbfp
17780,3731531.026,lbbblbb.ccnnnnn
17781,3731923.639,bpsSsppssss
17782,3731927.848,ssS.SlSsSsseSs.sssssslppsssppsssssppc.Sbc.bblblc.l
17786,3732918.496,.t.c.ffbbbs.fpn.spbbbbbbbbbbbbbbbbb.tbbbbbbbbsssssspsssssssssbll.b.bf.ptn.tbc.tttttttt.t.tt.t.t.tttt.t.bb.
17787,3733066.572,SssSspSpsSpSpppSspspSS
17789,3734078.798,cc.p.pppppp.
17791,3734290.083,.bsbbsssssp
17794,3735027.164,ssssb.f.f.bb.bbb.bc
17795,3735984.829,sspswssppwsppsspspsspswpsw
17796,3736023.4,bbswswp.sswwpswsspsspswsppspsss
17797,3736158.4,bsssbbsssslSSSbs
17798,3736699.396,sSSSSss.ppsSsSSppbsssp.s.
17803,3737562.769,f.sSSSspppbbbbb
17804,3737570.541,fSfp.p.n.pspppSppppss
17805,3738080.044,lbbb.S.cpc.
17808,3739074.226,p.pbbn.fsspbbbbbss
17814,3740945.71,p.s.s.f.bbbbffff
17815,3741100.966,SssSS.SlSlSbbbSssbbfbbb
17817,3741319.161,s.b.bfsb.bbfs.n.sppppsSsS.bi
17819,3741406.356,.bbbbbbfp.bbbbbbb.
17827,3742521.359,fll.cp.psb.f.pfb.s.ff.p.ccccccccbbbf.sppf.f.fspseepf.pbbbi.bbb
17828,3742896.626,eSpppSSp.p.b
17830,3743043.812,c.c.f.s.f.fp.nn.pp.nn.c
17831,3743114.118,bbsesppppppps.ssessepsepsespppsppw
17833,3743217.974,ppppsppppppppsssp.spssps
17837,3744226.927,sssspppp.fbf.f.ff.pf.ff.fbp.sssssp.pssspp
17838,3744459.199,ffs.ssSSSSsSSss
17839,3744586.026,bbS.cc.lSS.bp.ppspssspp.fpspssps
17840,3744807.905,p.bbbebbSpSsesSSpSSpppppSSppSpp
17841,3745174.385,.lwsw.c.c.c.c.c.c.ccsspsssss.c.c.b
17842,3745520.501,.cbnsfssssSspsssspSpssbp.ff
17844,3745647.753,s.cpSpebspSSsppppppp
17845,3745665.955,bbbbbnnbbbff.b.bfn.bipppppssws.bib.b.bbbbinnnn
17846,3745866.935,lSslSSSSblspSpsp
17847,3745884.448,pllb.pSSpccS.
17851,3747215.583,nc.bbnnnnnnn
17853,3747341.782,.lbp.e.SlSsesSbbbsessss.S.b.s.bb.Ss
17854,3747382.523,ppppppps.pppwpsp.ppp
17863,3748987.41,.ppppspSp.sSSSSSpppsp.s.S.p.spp.ssssssssp.pssssss.p.pppsppsSSp.bl.sss
17864,3749278.192,fbbsspppcpbbbbb.
17866,3749912.158,.sb.bs.p.bb
17868,3749989.518,ccc.f.s.s.pss.ffcccsp.pfcccccccccccbbbbcc
17872,3750521.136,S.cSc.c.p.b.S.ppppppnnnnnnnnfn.s.
17873,3750735.67,.s.p.s.pssssp.spspppsspsppppp
17874,3750806.632,cnbbff.n.f.bbbbbnnnnnnnnnnnnnnnb.bbbb.bbb.
17876,3751117.848,.fwspbbn.bbbbbbbbppps.p.sbbbcb
17877,3751176.693,cwSsSlccc.p.bb
17880,3752530.059,.SbSssSsssS.sSsSsSSSpssSpp.
17881,3752679.82,.Ss.sbs.s.SpepppSsSs
17883,3753107.069,wspssppspssffwppssss
17886,3753876.728,cbbn.cc.ccbb.sssss.b.bb.bb.b.n.c.f.fpcbcccccccccc.ccff.b.bcff
17888,3754098.574,psssbffsss.p.sspppppp.ppp.ppppssssssspssppseppspspsssspppppp.plbbb.sse.
17889,3754553.818,.lsSccc.bbbswpSswSSsssff.
17890,3754906.245,ffccccc.sspp.b.bibbb
17892,3755331.51,.cccS.SS.Sl.cb.
17896,3755931.188,bbbbbbbbppS.ssseSsep.sspSbw.pss
17897,3755956.87,.bbbb.ppwppp.wpppsbbSfplSSb.l.pp
17898,3756092.996,bb.bb.bnn.bi.p.icnnfn.p.p.bb
17900,3756268.728,bf.sp.p.p.f.pfp.b.b.
17906,3758179.075,ecbsssswsppswl.swssspw.spspp
17907,3758299.914,sS.psssss.sbs.swsssp.p.spspssp
17909,3758538.468,.t.tttt.n.n.n.b.fs.n.nt.t.s.n.nn.t.t.t.bb
17910,3758628.909,S.b.S.blSbSeslb
17912,3759541.81,.fS.bbffbfS
17918,3760814.168,nnnnnn.ppp.f.
17919,3760882.183,bb.lbs.lbb.
17924,3761393.94,.ppSsS.tt.b.f.tb.t.t.t.t.t.t.tt.t.ttt.t.t.t.t.t.b.
17931,3762484.314,p.sssbcb.bbbbbbb.s.sffp.s
17932,3762678.639,ssssss.lpsppppb
17933,3762688.334,nns.ccnnnnbccnnn
17940,3764987.905,finnSSspssSs.fs.cf.f.fpppspfpsppspSfSfsSSpSsSsS.pSssSsSp.ppsSpppSpS.ffsf.pffsffbp
17943,3765888.247,sswsppplbbn
17944,3766318.401,Swswwsbfff.fn.ff.pff.
17949,3767150.627,bsssbpppps.pssss.pppss.ps
17950,3767168.41,spp.bb.fnbbbbbbbbbbb.bb.bb.
17951,3767512.878,bbbbb.S.S.bb.lSsSSsSsSsSsSSpSS
17953,3768084.343,bbfnsssessseSssssssssSssssw.sfsssssfsssfsfsfnnnnncnnnnn.s.f.sw.sbfffpswwsfssssw.wspspspsfwssp.ssppspppss.
17954,3768233.471,.swwpppp.pbppplbbbbbbSbbf.spbbbS.ffppb.fffS
17955,3768606.121,f.ppp.ppsSss.ppp.s.
17960,3769908.939,sSpssS.c.l.bbbbccc.lbsccccccbbpspssSsSs
17962,3770026.714,.p.bsffbbfsp
17964,3771015.373,bsswppsswsps.wsspwpsp
17965,3771096.114,bl.b.c.c.n.bpsp
17967,3771519.661,wssssSsSc.sssssssps.
17969,3771838.052,t.t.tt.t.b.bb.bb.bb.b.bbbbbbbbb.bn.sppppp
17975,3773172.237,fpppfppppbbbpppbbbbb.b.b.bb.
17976,3773457.934,.pfssnnnnnn.sSpssSpspppnn
17979,3773816.004,swspwpwsps.wsssps.sswssssff.spsbbfpsffp.p
17980,3773828.94,.bb.ws.ww.ss.b.bbbb.bs
17982,3774407.008,bbbbbbbbblbbb.b.Sbbbb.bbbb.cppclSb
17984,3774638.837,bb.bllb.bb.c.cb
17987,3775151.032,tt.cbbb.bbbbbbttttes
17988,3775202.73,.SSSSSSss.ss.p.p.psp.p.ppspsp.pe
17989,3775767.894,bn.ffsSsssspssfb.s.fss.sss.p
17992,3776945.262,.plsss.sssssp.
17994,3777115.671,.p.llpsSfebbbb.
17995,3777160.603,bbsSSsssSsSsSsSsSSpppsSp.ppsppssSpbpppppessSspsSsSppslssSpppppppppppp.s.p.pep
17998,3777821.553,ssSssSpSpSSSSSfp.f
18000,3779365.462,lbbsssSpsSSpblp
18001,3779454.287,.pSS.SpsSpSSspssSSSSsSsSpSsSSS
18004,3779990.85,Slsp.pbbbSS.bbbbbl.bbpbbbbbbbb.Ssbffb
18005,3780064.615,.t.tb.n.ft.t.c.SppSppSppS.fpfwspS.Ss
18006,3780180.989,bSssswssssp.ppfssssspspspsSsSpsSSSsSsSps.pssSeSsSSsSsSsSSSpSfSpSSsSSsSsSfsS.psSSsSSsSSpSsSwswesppbb
18009,3780411.328,.blnnnnnnbb.ss.
18010,3780487.799,.SS.Sf.bSp.p
18011,3780514.342,SfSp.pppspSS.sSsSsSssp.bbbbfbbb.bfSfb.f.fb.sSSpp.pSS.SpSsSS
18013,3781428.784,fwssssfSwSwss.ccwepwp
18014,3781885.63,fsswsppf.fppp.ff.f.
18021,3783300.198,SS.SSSS.S.SSS.S.S.S.S.SS.S.bSSSS.SSS.S.SS.p.S.S.c.pS.S.cS.Sspf.SSSS.S.Sp.S.c.ScS.S.SS.SS.S.c.SS.Sc.S.S.S.S.S.S.S.S.S.SSS.S.S.SSS.S
18023,3783331.634,S.S.s.psp.SSl.fs
18025,3783569.532,SpsSssSbsp.sebpppwspwpswspspspppp.ppwp.p
18026,3783634.771,nnssp.cb.nnnnnn.b
18027,3783703.507,bbSspp.bb.sfp.p
18028,3783786.725,nbbbb.bfncnf.bb.ffSSppSpppssSSspssSSsSpppbb.fSsSssSp.nnf.nnnb.bb.
18029,3784438.781,.b.b.sSSeppbsppssssp.spspspppsp.sspspp
18032,3784793.261,c.blSpsSsp.bbSSbb.bb.Ssss.sSS.b.
18033,3785112.211,t.t.t.b.t.n.t.t.ssp.bbb.st.t
18036,3785404.875,ss.pp.ppbss.p.pppp.f.f.n.n
18040,3786464.492,.n.cc.ps.sss
18045,3786917.31,l.nncfb.ccccccfcccccccccccccccfs.pbccccnb.e.fs.c.
18046,3786924.193,es.ppppSs.s.
18057,3788689.561,fsssss.pp.b
18066,3790009.343,c.l.b.ppspp.pspbbb
18070,3790550.148,ssSlSSsspplpSSS
18071,3790634.796,SlcbS.S.b.s.pbbbbbbbbbbbbbbbb.pssbbbblbbbbbbbb.
18072,3790655.28,fplSfffbSwSspppsppppppsSwSps
18076,3791147.084,.blb.b.nlcclesb
18078,3791645.602,.fssbs.s.swpppppnsspsspppssps.p.s.spsspspppspsppspsppsps.ss.spp.pspspppspsspp.ppppsp.sp.pff.ssfp.ff.fs.
18079,3792283.847,bbbb.sssppsb.
18082,3792365.091,ssssssssssSSSSbbsSSSlssb
18083,3792419.247,ssswspsS.p.b.c
18086,3792970.404,lblbwssssssp
18087,3793176.147,bl.sssppSpSp
18092,3793628.5,c.ttbb.bbn.bbib.fffntbsbtfntf.bfbb.b.bbb.b.n.
18093,3793647.871,b.bbb.b.b.v.b
18097,3794070.082,.b.bf.bib.p.pws.w.pwpppbbssspf.
18099,3794230.6,.c.sf.b.pp.b
18102,3795820.465,.psssssSpspsspppbbSSl.
18104,3796308.869,.bb.psppspSS.SssSsSS.SsS.b
18105,3796344.087,.p.spsssslssssseps
18106,3796629.3,bb.bbplpbbblssp
18107,3796788.519,ssSSpS.lppp
18108,3796835.085,bbpSsssssssssspwsspw.swspwspppessppwpsp
18111,3797383.411,.bbcclsssp.bsssssssewebbccbbbb.bb.b.n.c.nb.b.bnnbb.b.b.b
18112,3798266.118,s.plbbbbbbbbbbbpSsws
18113,3798273.541,.bb.bbb.SSSSsSppsSsSS
18114,3798418.432,b.Sl.bb.sss.pS
18116,3798954.291,.bssfppfb.b.bfsp.sps.fbb.b.sb.b.bn.p.s.bbb
18121,3800336.57,sssssssplppssl.
18127,3801819.305,.S.sspSsppppSsss
18130,3802082.269,lb.sssss.sp.s.ssssss.bbb.p
18134,3803030.462,sessefssefpf
18136,3803422.716,sSsssSssSssSssS.pp.pppp
18139,3804116.147,.sSSbbbbSSSssSSsSsS
18141,3804438.752,bbppssssfpppsfff
18142,3804462.319,sppSp.pSpSpSSsSsSSSSp.b.b.f.t.cccpp.p.nccf.b.nnnnft.
18146,3804997.676,.S.pppppsp.bb
18148,3805870.009,.bbbbbb.bbsbbbf.lbbbbbbbbl.lbbSsSsSppsSssSbSsbbbbbbbe.sp.Sbwssbb.bSsc.sSppbspssp.ppsspppp.spppspssesppsppb.ssseppsslbbbbpppsppbbsbbbbsb.lb.bbspslsppsbfspss
18149,3805947.467,pbb.ccc.wpsssep.spss.sssppps.c.bbbbpp.psppweSspSsewspp
18151,3806063.859,.ccS.Slbl.pssssSssf
18153,3806160.949,bbbbbs.s.pspsbbpbplbs
18156,3806420.714,.espsswsssbfssssssssssspsws.wswssssss
18157,3806780.083,ff.ffSlbS.bbsSssssepp.Sbwsspscc
18158,3807293.498,lselsSsssssppssppppsssspppppppppplbbb.ppep.p.sS
18161,3807436.693,.SsSsSppssSpsSssSsSsspSssSpSSSSppSpspSSSSsSppSSpSpspsppppsSsS.pS.SSsSSsSSpsSpsSsSSspsppsSsSSsSpsSSsps
18162,3807691.927,splsslsbbb.pppSwlwfpfp.p.fcc
18163,3808025.043,.fffffccc.cbS.cc
18166,3808770.208,psssp.p.sspppp.essss.p.ppp.spssp.b.
18171,3809719.789,c.b.sp.nfpc
18172,3809791.207,ff.ppsspss.p.
18179,3810866.182,.psssspppspsb.b.f.bb.b.f.bbvpspww.
18180,3810968.306,.ssccp.pppp
18181,3811109.057,eeepppspsspssspbbbbbbf.ccn.nnb.
18183,3811195.716,lbbbbsbbbbbbbb.bbbfSsppsppsSSpS.
18184,3811237.891,.bb.bb.b.cc.b.bbbbbbbncc
18189,3812104.738,.b.sswsss.p.sssp.p
18192,3813055.13,pf.s.nnnnnnnnn
18193,3813554.435,sssllSfSSfSsessbbe
18196,3814164.987,bSS.blbbcSSc.SSS.Sc.llS.pppspppbbbbbb
18197,3814545.553,SSSSSSbSc.bbsS.llbbbbSSS.pSspp.wspp
18199,3814847.018,spsffsssppsspsppsssp
18201,3815709.897,pppssSspSb.p.sSSfps.s
18202,3815766.81,f.pppppsspssslbbsnnn
18203,3815855.728,.bbpppppp.ppp.sps.ppp
18208,3816894.931,.cc.ppssssppp
18209,3816959.774,.wssssb.lblb.wsssssblsssppssssppps.
18211,3817344.373,ppppppppppb.i.ppspspssp.p
18214,3817984.969,wpwspsspsspp.pppwsp.pwsp.p
18219,3819686.533,f.b.f.f.p.fs.p.nnf.p.ssfp.sfpp.p.f.c.c
18221,3820411.046,.lSSsssspp.S
18222,3821192.114,lsswssbebblbbbbbssl.ffefw
18231,3822736.065,ssspssppsspssssswpswp.sw.sws.
18235,3823488.047,.slbbp.bbb.s
18239,3824391.63,bbSsswpppppp.ssps.spppS.SSswSSpSp.p.lew.swbbpp.bbslsp.pps.
18244,3825945.84,ccc.pSSsSSSSp
18245,3826233.2,.bSsSssssswspSsSppppSpSssppSsspssspp.
18248,3826429.937,.ef.sspssp.pppp.
18250,3826548.313,ppspsssss.ss.p
18259,3828384.56,.SlsbbSfsf.bb.SbbSSSssssSS.bbb.b
18260,3828612.221,sssssssSpSSSSSpp.pSSsSsSsSsppSSSpS.SSSpS.sSSSppSpSpspSp.SpsSSSp.sSS.Sspp.SpSsSSpSpSpsSSSsS.sSpSSSSsSSS.pSpssSSspSSSs.SpS
18261,3828791.58,s.SpS.ppspebbb.b.sfffSS.pp
18264,3829141.981,.s.cfs.fsssf
18266,3829604.96,p.SsSssSpppppSSsSSSsSfSsppsppppspsppsspsssSsSSppppppspSSsSSscc.ssss
18268,3829996.19,pppSpSSSssps.spsf
18271,3830422.447,bllb.l.bpbbblll.lbbb.
18272,3830487.03,.SflpffsSssss
18274,3830745.509,bl.l.bbl.lllb.p.sss
18275,3830862.227,.bl.pswpppspsw.swpwspslbb
18276,3830912.788,.wssppspsspsssss
18278,3831588.849,b.b.l.l.cpccc.bbb.l.l.bbb.
18279,3831643.728,ssssf.ff.sp.p
18280,3831893.667,ffwsppppfwssspspssp
18283,3832422.537,ssf.b.nnfnbbbbb.nnnc.l.cccnc
18284,3833051.967,.bcbbbbfpbss
18285,3833079.562,b.bb.b.ccccb.nsbbcf.sf.f.bccc.bb.b.bn.bb
18287,3833297.878,.ssseb.bfpppp
18290,3834842.155,Slfsfse.ss.pspss.p.b
18292,3835187.294,bbbbbbbbSlbtb.tnnnbbbbb.tttttttbbbbbbtttttttttt.s.
18295,3836626.657,.sss.ssblbbsss
18304,3837851.854,spbbbbsbppbb
18305,3838660.074,pSp.Sssbbbsss
18308,3839156.982,ssspppsffwps
18313,3839882.31,.s.ssp.ssb.p.
18314,3839901.667,.b.fpbbbssfssssspe
18315,3839930.124,fppppbbb.ff.bbfpf
18316,3840232.491,fsssssssssb
18317,3840375.468,spsp.sspppp.ps.ps
18318,3841029.862,pswsssssssp.ssp.f.pfb.sewpppss.pp.pppepepsppppwspwspspwppppppl.f.cccccccccn.cc.bb.
18320,3841610.276,ssbbbbbbbn.ss.sp.sew.
18325,3842141.125,wsspp.nc.s.s
18329,3843199.932,pppswllllsppf.swsssbbcl
18332,3843950.275,.bb.bbbbttttf
18333,3844657.103,.SSSsSsSpslbbbb
18335,3844882.739,.bsesSssSsss
18336,3845194.406,sSbS.ppppbbb
18337,3845603.094,bpp.pppp.pbp.bppsssssssssps.pspsbbppss.ppswffpfpp
18338,3846339.169,.c.l.ssppssbb.
18341,3847212.424,.sssSp.pwsSpsfswssSspsS.sSpwSwspSswwwsss.Sp.p.p.pSssp.sl
18343,3847367.13,.ffnnc.c.ccccc.s.ssc.sppp.spnn.cf.s.ccnnnnnncnnn.n
18346,3848173.828,s.nsssscn.ccf.psfb.fbnc
18348,3849079.073,bbb.pssspsppspppppspp.bcclbbb.lslpbllbbbSb.bsssspspssbppsppsp.ppppppp
18349,3849338.498,lSsSlsppSbbS.b
18350,3849699.702,.c.c.b.cc.c.SSsSSSSSSss.cccbbl
18351,3849715.432,ffb.nnwsc.bi.
18353,3850477.627,.essssspspssssspppp
18354,3850714.662,sSSssSssS.spssssssfsfppspfSpppp
